<TagsetFile>
./tagset.dat
</TagsetFile>
<UnknownTags>
zabite 10 VMEM2P00 8 VMER2P00 2
utelj 2 NCMSN0 2
obrestno 2 AGPFSI0 1 AGPFSA0 1
adanski 2 AGPMSNY 2
ronti 2 NCFSL0 2
onami 4 NCFPI0 4
jaško 19 AGPNSN0 5 AGPFSI0 2 AGPFSA0 4 AGPNSA0 1 AGPMSNY 1 RGP 6
zbudi 6 VMER3S00 6
ento 4 NPMSN0 2 NCFSA0 2
išli 44 VMEP0PM0 44
kilogram 3 NCMSAN 3
istine 15 NCFSG0 7 NPFSI0 1 NCFPA0 4 NCFPN0 1 NPFSG0 2
dsekih 2 NCMPL0 2
nvazivne 2 AGPFSG0 2
varjene 3 APPMPA0 2 APPFPN0 1
ladal 9 VMBP0SM0 1 VMPP0SM0 7 VMEP0SM0 1
oristen 5 AGPMSNN 5
arjenjem 3 NCNSI0 3
oteina 2 NCMSG0 2
evijah 5 NCFPL0 5
zulina 2 NCMSG0 2
domačin 3 NCMSN0 3
jig 13 NCMSN0 1 NCFPG0 12
tems 2 NPMSN0 2
kamna 7 NCMSG0 7
obesili 3 VMEP0PM0 3
drav 8 AGPMSNN 6 AGPMSAN 1 NCMSAN 1
ike 696 NCFSG0 245 AGPFPA0 43 AGPFSG0 25 NCMSN0 1 NCMPA0 221 AGPFPN0 18 NPMSN0 2 NCFPA0 51 AGPMPA0 8 NCFPN0 48 NPFSG0 34
inček 9 NCMSN0 4 NPMSN0 3 NCMSAN 2
alovito 2 AGPFSA0 2
manjšalo 11 VMEP0SN0 11
usion 2 NPMSN0 2
lesnega 4 AGPMSG0 3 AGPNSG0 1
aloženih 4 APPFPL0 1 APPFPG0 3
deževalo 3 VMPP0SN0 3
erkvena 3 AGPNPN0 1 AGPFSN0 2
rčija 6 NPFSN0 6
trmeli 2 VMPP0DF0 1 VMEP0PM0 1
irom 6 NCMSI0 3 NCMPD0 2 NPMSI0 1
avodi 3 NCMPN0 3
oročiti 5 VMEN0000 5
rafikonu 2 NCMSL0 1 NCMSD0 1
ožnica 8 NCFSN0 8
otenju 5 NCNSL0 4 NCNSD0 1
jemi 2 NCMPI0 1 NCMPN0 1
avilnika 9 NCMSG0 9
ošnik 2 NCMSN0 2
mejnosti 5 NCFSG0 5
lčnega 2 AGPMSG0 2
ostajata 4 VMPR3D00 4
austavil 2 VMEP0SM0 2
nmi 3 NCFPI0 3
francoza 2 NPMDN0 1 NPMDA0 1
dedno 2 AGPFSA0 2
kumenti 6 NCMPI0 3 NCMPN0 3
dvajajo 2 VMPR3P00 2
adižniku 2 NCMSL0 2
jnim 19 AGPFPD0 3 AGPMSI0 8 AGPMPD0 1 AGPNPD0 1 AGPNSI0 5
lturna 9 AGPFSN0 6 AGPNPA0 3
vrnite 2 VMEM2P00 2
berem 8 VMER1S00 5 VMPR1S00 3
upljive 2 AGPFSG0 1 AGPMPA0 1
jazno 9 AGPFSA0 2 AGPNSA0 1 RGP 6
ojitvi 12 NCFSD0 3 NCFSL0 9
šnjami 2 NCFPI0 2
užitju 2 NCNSL0 2
obrazec 12 NCMSN0 5 NCMSAN 7
dnišnici 2 NCFSL0 2
mieri 4 NCMPN0 1 NCFSL0 3
ražalo 2 VMPP0SN0 2
žeju 2 NPMSL0 2
veličini 2 NCFSD0 1 NCFSL0 1
ljubimo 2 VMPR1P00 2
bnašajo 3 VMPR3P00 3
čunajte 2 VMPM2P00 1 VMEM2P00 1
torice 3 NCFSG0 2 NCFPA0 1
ključnem 3 AGPMSL0 1 AGPNSL0 2
zpoved 2 NCFSA0 2
porazuma 18 NCMDN0 1 NCMSG0 17
drati 5 NCMPI0 1 NCMPN0 4
etve 3 NCFSG0 2 NPFSG0 1
idat 14 NCMSN0 14
slilo 5 VMEP0SN0 3 VMPP0SN0 2
pisnimi 2 AGPMPI0 1 AGPFPI0 1
ence 89 NCFSG0 30 NPMPA0 7 NCMPA0 34 NPMSN0 6 NCFPA0 4 XF 3 NCFPN0 5
čivali 2 VMPP0PM0 2
ajati 66 VMPN0000 66
predeli 3 VMER3S00 3
pteron 2 NCMSN0 1 NPMSN0 1
azorno 2 RGP 2
gall 2 NPMSN0 2
ovabili 15 VMEP0PM0 15
transkem 2 AGPMSL0 1 AGPNSL0 1
uto 26 AGPNSN0 1 NPFSA0 1 NCFSI0 3 NCMSN0 5 AGPMSG0 1 XF 1 APPNSA0 1 NCFSA0 12 RGP 1
poglavju 9 NCNSL0 9
olec 9 NCMSN0 7 NPMSN0 1 NPFSG0 1
dragimi 3 AGPMPI0 1 AGPFPI0 2
vništva 3 NCNSG0 3
mentar 11 NCMSN0 9 NCMSAN 2
grišč 8 NCNPG0 8
nik 982 NPFSA0 2 NCMSN0 675 NCFPG0 7 NPMSN0 136 NPFSI0 1 NPFSN0 21 NCMSAN 132 NPMSAN 6 NPFSG0 2
vanni 2 NPMSN0 2
jubil 16 VMEP0SM0 16
erdi 4 NPMSN0 4
bnimi 29 AGPNPI0 3 AGPMPI0 11 AGPFPI0 15
kratno 14 AGPNSN0 1 AGPFSI0 3 AGPFSA0 8 AGPNSA0 1 RGP 1
ešcem 3 NCMPD0 3
mčič 2 NPFSN0 2
akovanem 2 AGPMSL0 1 APPNSL0 1
ižnic 4 NCFPG0 4
poro 36 NCFSI0 10 NCFSA0 26
turk 5 NPMSN0 4 NPFSN0 1
ond 9 NCMSN0 1 NCFPG0 1 NPMSN0 5 AGPFSN0 1 NCFDG0 1
žensko 23 AGPNSN0 1 NCFSI0 3 AGPFSI0 2 AGPFSA0 4 NCFSA0 13
obnejša 4 AGCFSN0 4
liramo 4 VMBR1P00 4
temelji 22 VMPR3S00 22
certi 3 NCMPI0 1 NCMPN0 2
kartice 12 NCFSG0 3 NCFPA0 8 NCFPN0 1
andreja 21 NPMSG0 9 NPFSN0 6 NPMSAY 6
rovšek 3 NPMSN0 3
očitno 89 AGPNSN0 9 AGPFSI0 1 AGPNSA0 1 RGP 78
lyja 6 NPMSG0 1 NPMSAY 3 NCMSG0 2
rli 71 VMPP0PM0 2 VMPR3S00 1 AGPMPN0 1 NCMPN0 2 NPMSN0 1 VMEP0PM0 62 VMEP0DF0 1 APPMSNY 1
taža 5 NCFSN0 5
adolžen 4 APPMSNN 4
brali 52 VMPP0PM0 4 VMEP0PM0 48
ostojne 4 AGPFSG0 3 AGPFPN0 1
monte 2 NPMSN0 2
orilski 2 AGPMPN0 1 AGPMSNY 1
minke 3 NCFSG0 1 NCMPA0 1 NPFSG0 1
osh 3 NPMSN0 2 NPMSAN 1
včnimi 2 AGPMPI0 1 AGPFPI0 1
am-u 4 NPMSL0 4
vljih 2 NCMPL0 2
eznanjen 3 APPMSNN 3
orodij 10 NCNPG0 10
ogovi 4 NPMSD0 1 NCMPN0 3
fonskih 2 AGPMPG0 1 AGPFPG0 1
eric 4 NCFPG0 1 NPMSN0 2 NPFSN0 1
idor 2 NCMSN0 1 NCMSAN 1
omni 6 VMER3S00 2 AGPMPN0 1 AGPFSL0 2 VMEM2S00 1
asprotje 6 NCNSA0 3 NCNSN0 3
itije 2 NPFSG0 2
friderik 2 NPMSN0 2
ahtevajo 25 VMBR3P00 25
ščobnimi 2 AGPFPI0 2
rinjo 2 NCFSA0 2
ečaje 5 NCMPA0 5
astline 30 NCFSG0 5 NCFPA0 16 NCFPN0 9
zvedbo 18 NCFSA0 18
redeljen 3 APPMSNN 3
avinjske 2 AGPFSG0 2
beach 5 NPMSN0 5
ustja 4 NPMSN0 2 NCNSG0 2
nazorno 2 RGP 2
evropa 12 NPFSN0 12
lenice 10 NCFSG0 2 NCFPA0 7 NCFPN0 1
eprosto 58 AGPNSN0 4 AGPFSA0 4 AGPNSA0 1 RGP 49
nanju 18 NCNSL0 14 NCNSD0 4
vikl 2 NPMSN0 2
xml 3 NCMSN0 1 NCMSG0 2
onito 7 AGPNSN0 1 RGP 6
tanovnik 3 NPMSN0 3
iebova 2 ASPMDN0 1 ASPFSN0 1
zeitung 3 NPMSN0 3
hovem 31 ASPNSL0 2
ekarno 2 NCFSA0 2
tolnice 8 NCFSG0 8
ledalom 3 NCNSI0 3
znanci 7 NCMPI0 2 NCMPN0 5
endava 5 NPFSN0 5
movke 2 NPFPN0 1 NCFPN0 1
ebelice 2 NCFPA0 1 NCFPN0 1
tirane 5 APPFPA0 1 APPFSG0 3 AGPMPA0 1
ikalnega 2 AGPNSG0 2
omejene 5 AGPFPA0 1 AGPFSG0 2 AGPFPN0 1 APPFPN0 1
vajoča 3 APPFSN0 3
rmanna 2 NPMSG0 1 NPMSAY 1
šentjur 3 NPMSN0 3
vidoma 18 RGP 18
naselje 6 NCNSA0 2 NCNSN0 4
gralke 4 NCFSG0 2 NCFPN0 2
rodniki 7 NCMPI0 3 NCMPN0 4
lnikov 52 NCMDG0 2 NPMSN0 1 NCMPG0 49
amovati 2 VMPN0000 2
otroštvu 7 NCNSL0 7
atoriju 9 NCMSL0 9
navalci 7 NCMPN0 7
