# ===============================================
#            Affixation rules file
# ===============================================

# === Each line is a affixation rule, with the following fields:
# 0 Affix to erase form word form (e.g: gatito - ito = gat)
# 2 Affix (* for emtpy string) to add to the resulting root
#   to rebuild the lemma that must be searched in dictionary 
#   (e.g:  gat+o = gato)
# 3 Regexp condition on the parole tag of found dictionary entry
# 4 Parole tag for suffixed word (* = keep tag in dictionary entry)
# 5 Check lemma adding accents
# 6 Enclitic suffix (special accent behaviour in Spanish)
# 7 Prevent later modules from assigning more tags to the word
# 8 Lemma to assign: F=original form, R=root found in dict, L=lemma in matching dict entry, 
#                    AF/AR/AL=affix followed by F/R/L, FA/RA/LA=F/R/L followed by affix
# 9 Consider the suffix always, not only for unknown words.
# 00 How to retokenize the word if necessary (see uer manual).
#==============================================================

<Prefixes>

# --- Prefixos patrimonials

'ns-el	*	^V	*	0	1	0	L	1	$$+'ns+-el:$$+PP+PP
'ns-els	*	^V	*	0	1	0	L	1	$$+'ns+-els:$$+PP+PP
'ns-en	*	^V	*	0	1	0	L	1	$$+'ns+-en:$$+PP+PP
'ns-hi	*	^V	*	0	1	0	L	1	$$+'ns+-hi:$$+PP+PP
'ns-ho	*	^V	*	0	1	0	L	1	$$+'ns+-ho:$$+PP+PP
'ns-la	*	^V	*	0	1	0	L	1	$$+'ns+-la:$$+PP+PP
'ns-les	*	^V	*	0	1	0	L	1	$$+'ns+-les:$$+PP+PP
'ns-li	*	^V	*	0	1	0	L	1	$$+'ns+-li:$$+PP+PP
-te-li	*	^V	*	0	1	0	L	1	$$+-te+-li:$$+PP+PP
-te'm	*	^V	*	0	1	0	L	1	$$+-te+'m:$$+PP+PP
-te'ns	*	^V	*	0	1	0	L	1	$$+-te+'ns:$$+PP+PP
-us-el	*	^V	*	0	1	0	L	1	$$+-us+-el:$$+PP+PP
-us-els	*	^V	*	0	1	0	L	1	$$+-us+-els:$$+PP+PP
-us-em	*	^V	*	0	1	0	L	1	$$+-us+-em:$$+PP+PP
-us-en	*	^V	*	0	1	0	L	1	$$+-us+-en:$$+PP+PP
-us-ens	*	^V	*	0	1	0	L	1	$$+-us+-ens:$$+PP+PP
-us-hi	*	^V	*	0	1	0	L	1	$$+-us+-hi:$$+PP+PP
-us-ho	*	^V	*	0	1	0	L	1	$$+-us+-ho:$$+PP+PP
-us-la	*	^V	*	0	1	0	L	1	$$+-us+-la:$$+PP+PP
-us-les	*	^V	*	0	1	0	L	1	$$+-us+-les:$$+PP+PP
-us-li	*	^V	*	0	1	0	L	1	$$+-us+-li:$$+PP+PP
-vos-em	*	^V	*	0	1	0	L	1	$$+-vos+-em:$$+PP+PP
-vos-ens	*	^V	*	0	1	0	L	1	$$+-vos+-ens:$$+PP+PP
-vos-li	*	^V	*	0	1	0	L	1	$$+-vos+-li:$$+PP+PP
-li	*	^V	*	1	1	0	L	1	$$+-li:$$+PP
-lo	*	^V	*	1	1	0	L	1	$$+-lo:$$+PP
-los	*	^V	*	1	1	0	L	1	$$+-los:$$+PP
-nos	*	^V	*	1	1	0	L	1	$$+-nos:$$+PP
-us	*	^V	*	1	1	0	L	1	$$+-us:$$+PP
-te	*	^V	*	1	1	0	L	1	$$+-te:$$+PP
-me	*	^V	*	1	1	0	L	1	$$+-me:$$+PP
's	*	^V	*	1	1	0	L	1	$$+'s:$$+P0


# --- Proclitis (me'l menjo, se't mira, te'ls compres)
'l	*	^P[0P]	*	1	1	0	L	1	$$+'l:$$+PP
'ls	*	^P[0P]	*	1	1	0	L	1	$$+'ls:$$+PP
'n	*	^P[0P]	*	1	1	0	L	1	$$+'n:$$+PP
'm	*	^P[0P]	*	1	1	0	L	1	$$+'m:$$+PP
't	*	^P[0P]	*	1	1	0	L	1	$$+'t:$$+PP
'ns	*	^P[0P]	*	1	1	0	L	1	$$+'ns:$$+PP


# --- Sufix "-able" verb => adjectiu (inflamar/inflamable)
able	ar	^VMN	AQ0CS0	0	0	0	F	1	-
ables	ar	^VMN	AQ0CP0	0	0	0	F	1	-


# --- Sufixos lèxics patrimonials "-ment" adjectiu/participi => adverbi 
ment	*	^AQ0[CF]S	RG	0	0	0	F	1	-
ment	*	^VMP00SF	RG	0	0	0	F	1	-


# --- Sufixos valoratius augmentatius
# peu/peuarro
arro	*	^NCMS000	NCMS00V	0	0	0	L	0	-
arros	s	^NCMP000	NCMP00V	0	0	0	L	0	-

# veu/veuarra
arra	*	^NCFS000	NCFS00V	0	0	0	L	0	-
arres	s	^NCFP000	NCFS00V	0	0	0	L	0	-	

# cotxe/cotxarro
arro	e	^NCMS000	NCMS00V	0	0	0	L	0	-
arros	es	^NCMS000	NCMS00V	0	0	0	L	0	-

# galta/galtarra
arra	a	^NCFS000	NCFS00V	0	0	0	L	0	-
arres	es	^NCFP000	NCFS00V	0	0	0	L	0	-	

# peu/peuàs
às	*	^NCMS000	NCMS00V	0	0	0	L	0	-
assos	s	^NCMP000	NCMP00V	0	0	0	L	0	-

# home/homenàs
às	e	^NCMS000	NCMS00V	0	0	0	L	0	-
assos	es	^NCMS000	NCMS00V	0	0	0	L	0	-

# dona/donassa
assa	a	^NCFS000	NCFS00V	0	0	0	L	0	-
asses	es	^NCFP000	NCFS00V	0	0	0	L	0	-	

# peu/peuot
ot	*	^NCMS000	NCMS00V	0	0	0	L	0	-
ots	s	^NCMP000	NCMP00V	0	0	0	L	0	-	

# nas/nassot
sot	*	^NCMS000	NCMS00V	0	0	0	L	0	-
ots	os	^NCMP000	NCMP00V	0	0	0	L	0	-

# herba/herbota
ota	a	^NCFS000	NCFS00V	0	0	0	L	0	-
otes	es	^NCFP000	NCFS00V	0	0	0	L	0	-	

# boca/bocota
cota	ca	^NCFS000	NCFS00V	0	0	0	L	0	-
cotes	ques	^NCFP000	NCFS00V	0	0	0	L	0	-	

# dona/donassa
anota	à	^NCFS000	NCFS00V	0	0	0	L	0	-
anotes	ans	^NCFP000	NCFS00V	0	0	0	L	0	-	

# solter/solteràs, dolç/dolçàs
às		*	^AQ0MS00	AQVMS00	0	0	0	L	0	-
assa		a	^AQ0FS00	AQVFS00	0	0	0	L	0	-
assos		s|os	^AQ0MP00	AQVMP00	0	0	0	L	0	-
asses		es|ces	^AQ0FP00	AQVFP00	0	0	0	L	0	-

# bo/bonàs
nàs		*	^AQ0MS00	AQVMS00	0	0	0	L	0	-
nassa		na	^AQ0FS00	AQVFS00	0	0	0	L	0	-
nassos		ns	^AQ0MP00	AQVMP00	0	0	0	L	0	-
nasses		nes	^AQ0FP00	AQVFP00	0	0	0	L	0	-

# gran/grandàs
dàs		*	^AQ0CS00	AQVMS00	0	0	0	L	0	-
dassa		*	^AQ0CS00	AQVFS00	0	0	0	L	0	-
dassos		s	^AQ0CP00	AQVMP00	0	0	0	L	0	-
dasses		s	^AQ0CP00	AQVFP00	0	0	0	L	0	-

# alt/altot
ot		*	^AQ0MS00	AQVMS00	0	0	0	L	0	-
ota		a	^AQ0FS00	AQVFS00	0	0	0	L	0	-
ots		s	^AQ0MP00	AQVMP00	0	0	0	L	0	-
otes		es	^AQ0FP00	AQVFP00	0	0	0	L	0	-

# gros/grossot
sot		*	^AQ0MS00	AQVMS00	0	0	0	L	0	-
ota		a	^AQ0FS00	AQVFS00	0	0	0	L	0	-
ots		os	^AQ0MP00	AQVMP00	0	0	0	L	0	-
otes		es	^AQ0FP00	AQVFP00	0	0	0	L	0	-

# lleig/lletjot
tjot		ig	^AQ0MS00	AQVMS00	0	0	0	L	0	-
ota		a	^AQ0FS00	AQVFS00	0	0	0	L	0	-
ots		os	^AQ0MP00	AQVMP00	0	0	0	L	0	-
jotes		ges	^AQ0FP00	AQVFP00	0	0	0	L	0	-


# --- Sufixos diminutius

# home/homenet
et	e	^NCMS000	NCMS00V	0	0	0	L	0	-
ets	es	^NCMP000	NCMP00V	0	0	0	L	0	-

# model/modelet
et	*	^NCMS000	NCMS00V	0	0	0	L	0	-
ets	*	^NCMP000	NCMP00V	0	0	0	L	0	-

# campana/campaneta
eta	a	^NCFS000	NCFS00V	0	0	0	L	0	-
etes	es	^NCFP000	NCFS00V	0	0	0	L	0	-

# boca/boqueta
queta	ca	^NCFS000	NCFS00V	0	0	0	L	0	-
quetes	ques	^NCFP000	NCFS00V	0	0	0	L	0	-

# animal/animaló
ó	*	^NCMS000	NCMS00V	0	0	0	L	0	-
ons	s	^NCMP000	NCMP00V	0	0	0	L	0	-

# cara/carona
ona	a	^NCFS000	NCFS00V	0	0	0	L	0	-
ones	es	^NCFP000	NCFS00V	0	0	0	L	0	-

# petit/petitet
et		*	^AQ0MS00	AQVMS00	0	0	0	L	0	-
eta		a	^AQ0FS00	AQVFS00	0	0	0	L	0	-
ets		s	^AQ0MP00	AQVMP00	0	0	0	L	0	-
etes		es	^AQ0FP00	AQVFP00	0	0	0	L	0	-

# lleig/lleiget
et		*	^AQ0MS00	AQVMS00	0	0	0	L	0	-
geta		ja	^AQ0FS00	AQVFS00	0	0	0	L	0	-
gets		jos	^AQ0MP00	AQVMP00	0	0	0	L	0	-
etes		es	^AQ0FP00	AQVFP00	0	0	0	L	0	-

# petit/petitó
ó		*	^AQ0MS00	AQVMS00	0	0	0	L	0	-
ona		a	^AQ0FS00	AQVFS00	0	0	0	L	0	-
ons		s	^AQ0MP00	AQVMP00	0	0	0	L	0	-
ones		es	^AQ0FP00	AQVFP00	0	0	0	L	0	-


# --- Sufixos valoratius despectius (-astre/-astra)

# fill/fillastre
astre	        *	^NCMS000	NCMS00V	0	0	0	L	0	-
astra	        a	^NCFS000	NCFS00V	0	0	0	L	0	-
astres	        s	^NCMP000	NCMP00V	0	0	0	L	0	-
astres	        es	^NCFP000	NCFS00V	0	0	0	L	0	-

# metge/metjastre
jastre	        ge	^NCMS000	NCMS00V	0	0	0	L	0	-
jastra	        gessa	^NCFS000	NCFS00V	0	0	0	L	0	-
jastres	        ges	^NCMP000	NCMP00V	0	0	0	L	0	-
jastres	        gesses	^NCFP000	NCFS00V	0	0	0	L	0	-

# polític/politicastre
iticastre	ític	^NCCS000	NCMS00V	0	0	0	L	0	-
iticastra	ític	^NCCS000	NCFS00V	0	0	0	L	0	-
iticastres	ítics	^NCMP000	NCMP00V	0	0	0	L	0	-
iticastres	ítiques	^NCFP000	NCFS00V	0	0	0	L	0	-


# --- Sufixos valoratius superlatius (-íssim/-íssima)
# molt/moltissim, poc/poquíssim
íssim		  *	^RG	*	0	0	0	L	0	-
quíssim		  c	^RG	*	0	0	0	L	0	-

# tant/tantissim
íssim		*	^[DP]I	*	0	0	0	L	0	-
íssima		a	^[DP]I	*	0	0	0	L	0	-
íssims		s	^[DP]I	*	0	0	0	L	0	-
íssimes		es	^[DP]I	*	0	0	0	L	0	-

# poc/poquíssim
quíssim		c	^[DP]I	*	0	0	0	L	0	-
quíssims	cs	^[DP]I	*	0	0	0	L	0	-
quíssima	ca	^[DP]I	*	0	0	0	L	0	-
quíssimes	ques	^[DP]I	*	0	0	0	L	0	-

# poc/poquet
quet		c	^[DP]I	*	0	0	0	L	0	-
quets		cs	^[DP]I	*	0	0	0	L	0	-
queta		ca	^[DP]I	*	0	0	0	L	0	-
quetes		ques	^[DP]I	*	0	0	0	L	0	-

# alt/altíssim 
íssim	        *	^AQ0MS00	AQSMS00	0	0	0	L	0	-
íssima		a	^AQ0FS00	AQSFS00	0	0	0	L	0	-
íssims		s	^AQ0MP00	AQSMP00	0	0	0	L	0	-
íssimes		es	^AQ0FP00	AQSFP00	0	0	0	L	0	-

# ample/amplíssim
íssim		e	^AQ0MS00	AQSMS00	0	0	0	L	0	-
íssima		a	^AQ0FS00	AQSFS00	0	0	0	L	0	-
íssims		es	^AQ0CP00	AQSMP00	0	0	0	L	0	-
íssimes		es	^AQ0CP00	AQSFP00	0	0	0	L	0	-

# eminent/eminentíssim
íssim		*	^AQ0CS00	AQSMS00	0	0	0	L	0	-
íssima		*	^AQ0CS00	AQSFS00	0	0	0	L	0	-
íssims		s	^AQ0CP00	AQSMP00	0	0	0	L	0	-
íssimes		s	^AQ0CP00	AQSFP00	0	0	0	L	0	-

# il·lustre/il·lustríssim
íssim		e	^AQ0CS00	AQSMS00	0	0	0	L	0	-
íssima		e	^AQ0CS00	AQSFS00	0	0	0	L	0	-
íssims		es	^AQ0CP00	AQSMP00	0	0	0	L	0	-
íssimes		es	^AQ0CP00	AQSFP00	0	0	0	L	0	-

# sumari/sumaríssim
íssim		i	^AQ0MS00	AQSMS00	0	0	0	L	1	-
íssima		ària	^AQ0FS00	AQSFS00	0	0	0	L	0	-
