# ===============================================
#            Affixation rules file
# ===============================================

# === Each line is a affixation rule, with the following fields:
# 1 Affix to erase form word form (e.g: gatito - ito = gat)
# 2 Affix (* for emtpy string) to add to the resulting root
#   to rebuild the lemma that must be searched in dictionary 
#   (e.g:  gat+o = gato)
# 3 Regexp condition on the parole tag of found dictionary entry
# 4 Parole tag for suffixed word (* = keep tag in dictionary entry)
# 5 Check lemma adding accents
# 6 Enclitic suffix (special accent behaviour in Spanish)
# 7 Prevent later modules from assigning more tags to the word
# 8 Lemma to assign: F=original form, R=root found in dict, L=lemma in matching dict entry, 
#                    AF/AR/AL=affix followed by F/R/L, FA/RA/LA=F/R/L followed by affix
# 9 Consider the suffix always, not only for unknown words.
# 10 How to retokenize the word if necessary (see uer manual).
#==============================================================


<Prefixes>
</Prefixes>

<Suffixes>
################ ENCLITICS ###################

entissime	o	^AQ0	AQSFP0	0	0	0	L	0	-

uissimo	u	^AQ0	AQSMS0	0	0	0	L	0	-
uissimi	u	^AQ0	AQSMP0	0	0	0	L	0	-
uissima	u	^AQ0	AQSFS0	0	0	0	L	0	-
uissime	u	^AQ0	AQSFP0	0	0	0	L	0	-

chetto	ce|co|cio	^AQ0	AQDMS0	0	0	0	L	0	-
chetti	ce|co|cio	^AQ0	AQDMP0	0	0	0	L	0	-
chetta	ce|co|cio	^AQ0	AQDFS0	0	0	0	L	0	-
chette	ce|co|cio	^AQ0	AQDFP0	0	0	0	L	0	-
chino	ce|co|cio	^AQ0	AQDMS0	0	0	0	L	0	-
chini	ce|co|cio	^AQ0	AQDMP0	0	0	0	L	0	-
china	ce|co|cio	^AQ0	AQDFS0	0	0	0	L	0	-
chine	ce|co|cio	^AQ0	AQDFP0	0	0	0	L	0	-
chissimo	ce|co|cio	^AQ0	AQDMS0	0	0	0	L	0	-
chissimi	ce|co|cio	^AQ0	AQDMP0	0	0	0	L	0	-
chissima	ce|co|cio	^AQ0	AQDFS0	0	0	0	L	0	-
chissime	ce|co|cio	^AQ0	AQDFP0	0	0	0	L	0	-

ghissimo	ge	^AQ0	AQDMS0	0	0	0	L	0	-
ghissimi	ge	^AQ0	AQDMP0	0	0	0	L	0	-
ghissima	ge	^AQ0	AQDFS0	0	0	0	L	0	-
ghissime	ge	^AQ0	AQDFP0	0	0	0	L	0	-


uetto	ù	^AQ0	AQDMS0	0	0	0	L	0	-
uetti	ù	^AQ0	AQDMP0	0	0	0	L	0	-
uetta	ù	^AQ0	AQDFS0	0	0	0	L	0	-
uette	ù	^AQ0	AQDFP0	0	0	0	L	0	-
uino	ù	^AQ0	AQDMS0	0	0	0	L	0	-
uini	ù	^AQ0	AQDMP0	0	0	0	L	0	-
uina	ù	^AQ0	AQDFS0	0	0	0	L	0	-
uine	ù	^AQ0	AQDFP0	0	0	0	L	0	-
uissimo	ù	^AQ0	AQDMS0	0	0	0	L	0	-
uissimi	ù	^AQ0	AQDMP0	0	0	0	L	0	-
uissima	ù	^AQ0	AQDFS0	0	0	0	L	0	-
uissime	ù	^AQ0	AQDFP0	0	0	0	L	0	-
</Suffixes>
