ninety-second 92 JJ
ninety-second ninety-second NN
ninety-seconds ninety-second NNS
ninety-third 93 JJ
ninety-third ninety-third NN
ninety-thirds ninety-third NNS
ninety-fourth 94 JJ
ninety-fourth ninety-fourth NN
ninety-fourths ninety-fourth NNS
ninety-fifth 95 JJ
ninety-fifth ninety-fifth NN
ninety-fifths ninety-fifth NNS
ninety-sixth 96 JJ
ninety-sixth ninety-sixth NN
ninety-sixths ninety-sixth NNS
ninety-seventh 97 JJ
ninety-seventh ninety-seventh NN
ninety-sevenths ninety-seventh NNS
ninety-eighth 98 JJ
ninety-eighth ninety-eighth NN
ninety-eighths ninety-eighth NNS
ninety-ninth 99 JJ
ninety-ninth ninety-ninth NN
ninety-ninths ninety-ninth NNS
hundredth 100 JJ
hundredth hundredth NN
hundredths hundredth NNS
two-hundredth 200 JJ
three-hundredth 300 JJ
four-hundredth 400 JJ
five-hundredth 500 JJ
six-hundredth 600 JJ
seven-hundredth 700 JJ
eight-hundredth 800 JJ
nine-hundredth 900 JJ
thousandth 1000 JJ
thousandth thousandth NN
thousandths thousandth NNS
ten-thousandth ten-thousandth NN
ten-thousandths ten-thousandth NNS
one-hundred-thousandth one-hundred-thousandth NN
one-hundred-thousandths one-hundred-thousandth NNS
millionth 1000000 JJ
one-millionth one-millionth NN
one-millionths one-millionth NNS
ten-millionth ten-millionth NN
ten-millionths ten-millionth NNS
one-hundred-millionth one-hundred-millionth NN
one-hundred-millionths one-hundred-millionth NNS
billionth 1000000000 JJ
one-billionth one-billionth NN
one-billionths one-billionth NNS
